identity,sensitive,exposure,activity,volume,concentration
0.3182045059931006,0.1394153033402549,0.2576785429779178,0.5645133565903617,0.5685399862643359,0.4410831987088036
0.3380206077332955,0.012202611778719567,0.22344680773470532,0.3604960857733127,0.547777214646359,0.3788091006839556
0.15819364570487002,0.1680401338330528,0.49436455377531446,0.4629491386400952,0.7630177498893512,0.4325488621876194
0.04057071593034593,0.13068403359650893,0.4200430653489486,0.611031294162958,0.5278198819215826,0.26651442824372146
0.027344812696398116,0.07291726340908339,0.20685217542685488,0.2616533077403786,0.8434766992459041,0.5585018107519812
0.056576632735436574,0.06581344161527626,0.35081072004820235,0.5766743717234282,0.8737001427105252,0.3917744863794947
0.19122416301500458,0.15587473396772517,0.5403553487396333,0.29755273169786056,0.8184744243889055,0.5760980397491825
0.07287500895434176,0.13272829954876933,0.5977751842199969,0.7869151297792957,0.6166363071966102,0.4038618931100526
0.0539686804610586,0.17647664892934684,0.3408676364797976,0.534544261884701,0.7519237309094232,0.4308282828278821
0.19424583725959577,0.05393703170683184,0.4586486506181415,0.7950370505666106,0.7207804686883513,0.28800264321377994
0.1102791415097167,0.058227211824177866,0.3878454630935682,0.7397924547717286,0.8668916355089643,0.7405561169492672
0.19168638949531588,0.03362329186175318,0.298506838054295,0.5622613161915995,0.7135878645251741,0.662345120093605
0.222775900050677,0.03980083651272228,0.2018301095193492,0.45251297008472585,0.5361520219477199,0.547115175864156
0.09798474144307742,0.08843691901211113,0.36436161807717565,0.47711016384611177,0.42595533460436347,0.6360859469748052
0.13713130925348196,0.11671112516879317,0.272107074362279,0.494245178770967,0.801757844659117,0.5046016627103632
0.10219253483052501,0.052146570285428254,0.3751544645219645,0.6870965299057564,0.6663290276409193,0.38445665067413987
0.17095636480716525,0.10980185142728811,0.18984871842098003,0.5985525909808118,0.7386779878113016,0.4162960790048038
0.1365642444395028,0.23845757890049019,0.36833997472654545,0.8419697203785905,0.5883030031320495,0.4131629487312958
0.17009334177503962,0.13482563231699501,0.1784528827864182,0.6103273504242865,0.35770562739848005,0.4007497588998056
0.3072229230928434,0.05023079417906312,0.15131990253862185,0.16563745830906854,0.7331494028748666,0.34441043537246574
0.23219544048403792,0.0015462370607571788,0.5256887371506754,0.818772081282901,0.851876941674661,0.5878363329659791
0.05484886703017628,0.11130843917456743,0.3428071629387364,0.6982893553001313,0.663714525710242,0.34757112115884375
0.1187894671277272,0.04650218653442882,0.13937541835886166,0.6829692078441401,0.7582315747171529,0.31596538088731707
0.0905009859787958,0.037680335657506864,0.2987595628816026,0.670997944247225,0.6471222740232028,0.4055829694321629
0.11678222095677085,0.10440782556323883,0.3318164053908453,0.48403429776421886,0.8160518189655612,0.763399644186711
0.25404674019443557,0.18538345801003253,0.37426441080164696,0.6751414736251983,0.7722628584691922,0.35176608267584863
0.053541749814556165,0.07429081875931547,0.4564169152696521,0.44694320199810295,0.8052028896515885,0.6944412127976292
0.10048734413032195,0.1983119689902903,0.31561137671643946,0.2158553090183597,0.7032263603131261,0.16556117692218814
0.13257090756369053,0.08564242333486136,0.1852494246953668,0.5228170841784955,0.5928905822681324,0.22379897540833943
0.10985091194449147,0.1723060341932206,0.1413377991624242,0.5012177956566595,0.6806520615006707,0.7299369990468964
0.07991497371962979,0.24160763435388735,0.3039832059077667,0.5596746320622168,0.768287481418456,0.564966176304327
0.17755248422931857,0.3387641518034273,0.39256459782709247,0.6203046091731677,0.6861877797310225,0.7669358571406859
0.14729294051042519,0.2685503032734375,0.2301677046432392,0.4338240630484419,0.5601271298496997,0.6407189293092295
0.11731827973939216,0.1684708638834027,0.198100774725404,0.5235404384739386,0.7413126025891631,0.5244057063521123
0.045090900324807254,0.04474245337792405,0.19418513700402534,0.4039565300590369,0.5664195082234457,0.34234335283918294
0.15644366324071043,0.12012275801325492,0.20700710949896992,0.6469391923099584,0.5752513139353848,0.7266219555026308
0.09083435781540267,0.2739106813639082,0.29590744060189517,0.6690114627914212,0.8123248140656343,0.5287583765586372
0.4331686801807487,0.05707777752824948,0.2564651757499696,0.6825757385667738,0.8604418219723121,0.35658007802689323
0.28064052997353656,0.18788291043221136,0.12067900499584909,0.4325919137462904,0.5201397847824353,0.3323526352097399
0.2781997720328632,0.10901680364880914,0.4957971784441858,0.35138062643243784,0.7833597681924411,0.22125810543939672
0.17705204761915444,0.060782974964010986,0.4521905602364484,0.43747301433970803,0.5879084042750182,0.6256387053684179
0.30545901043962936,0.14340679980655283,0.2185349845968202,0.5990557390230467,0.6656726565391125,0.21829584273310473
0.2834216947956947,0.19545258305347415,0.2867448741594518,0.5584170645101153,0.3637862637806452,0.7387326529079644
0.17174352382860464,0.047961589896648206,0.14713110363504223,0.43224488714797066,0.8588122730892062,0.5924873225190079
0.20604635823529452,0.21728552085540595,0.22635208472789242,0.3314226984400898,0.8875951294803279,0.6376607459966398
0.3005615716393118,0.14270910284550478,0.030128504713263126,0.6078817561542642,0.8844423449660888,0.5088053141032555
0.20357961562348872,0.0882649928034584,0.2279417376105141,0.5802837341564339,0.8055988051357061,0.2474896830896803
0.09377234943604411,0.1946892745234029,0.3652749124795143,0.6155467510782415,0.5678332175511347,0.4627464197587649
0.30212346492915504,0.07489840779710924,0.24474650417201455,0.8904052369733884,0.6499430475454067,0.3031867989271672
0.23640310355447441,0.12339807377431253,0.2547046961928456,0.4430123723298251,0.5462899283261117,0.46537763857543885
0.02971565463547184,0.2118389942347303,0.43520684300165574,0.47860608269596117,0.7944003134031101,0.12606722733579237
0.1504919614672571,0.14694849420226266,0.3298008364083436,0.6956597037369256,0.716958000386779,0.2433560884641469
0.07765417425501193,0.038889359666625226,0.17629166248773262,0.5268192935474197,0.6955407066959993,0.20629808566849842
0.2593311576363272,0.01855694019919339,0.39332533260414254,0.4336403816988892,0.725117718981018,0.5858647562157498
0.12528041140161097,0.014918460249912899,0.24513014008173462,0.4450613937448437,0.5709130541347707,0.5468685789211623
0.07099384565539109,0.11867733728262853,0.5812080920673082,0.34771640796831693,0.6114826204250925,0.7357204856596664
0.2847603481331612,0.06947873056634707,0.2667688320599204,0.5574873153765234,0.5431094772524944,0.47147282224993636
0.08238207851482439,0.39391945661994304,0.1375428299361742,0.5778758579005739,0.6547840892152784,0.400098923258423
0.036814391629490434,0.22849142450602894,0.19768104479091408,0.63826730649918,0.6185389791388188,0.3253133136312001
0.18291493031805245,0.16520586330562606,0.24833574547493226,0.5894191277890307,0.5769173894673967,0.3975493251619985
0.1736209953136955,0.01918513719627514,0.4691395951626172,0.7774320813833158,0.7829922964623488,0.3392818028603809
0.14698764627123342,0.2658848157861808,0.21906060514078063,0.4096948705568652,0.850896154225679,0.2261612032899036
0.15330162292401261,0.16539913925852862,0.12468903369045488,0.4817009079291812,0.8393866983823205,0.5563456976243925
0.2628932183432612,0.019254178545182445,0.1544843303947731,0.5632544943577273,0.7547639941820642,0.38458640071082334
0.18474336940189165,0.18154668810750504,0.09201247767063944,0.5989841517025016,0.6057809224209404,0.7048836717951558
0.08673951187131372,0.04921163237460065,0.33724224392522856,0.8326234036631951,0.7286090431916912,0.5526431005159558
0.05140449422105764,0.2391338497222691,0.12726016435393736,0.5298873929165878,0.5443006951138102,0.24957276695916006
0.03772248080543617,0.27503666191979176,0.28666415636270853,0.6918317245476758,0.8649339257868408,0.5351407662161678
0.23733204604399766,0.12736314302669424,0.2285956686969805,0.47355430145644356,0.6568633160605863,0.6169662063178749
0.10351585820127972,0.05289413031161886,0.1345684975909424,0.6088558159685794,0.8353140551967867,0.6874215361823715
0.1003762069106372,0.15561199373931445,0.3865699859753644,0.6003020102518136,0.7807108168380391,0.5036031838664972
0.03634291711632739,0.028635628132081904,0.25575566438508407,0.7841981224867455,0.6796077460126306,0.5676066797427036
0.1044533622980818,0.14217584104101996,0.4495453371807106,0.6570099110464056,0.7069219238211412,0.4043117854434919
0.1914551790642297,0.07928099142952887,0.2548333320940747,0.5312823999483967,0.8586646369465912,0.3010944932991989
0.16221978229634865,0.09768696523762711,0.22093907593846196,0.6039030157533232,0.5675535046757137,0.6001246547449486
0.07761275215422347,0.01719993555511673,0.46664673027228176,0.583354867363667,0.6267034729902994,0.4331091311077404
0.12849675238917072,0.10810014643789413,0.2531684075326044,0.46640007334918104,0.5300311026541222,0.721742955513464
0.075934376996426,0.03772512387849994,0.17056954077088463,0.4615976877719128,0.8460303347161823,0.7446888490573047
0.03202611204395737,0.05816785681120496,0.39633172697227037,0.5528584280633115,0.6547545724035526,0.8560426737602801
0.32927603237758124,0.14693302951171985,0.28972191670472286,0.5830898884212491,0.8824226456995247,0.4024127052814495
0.08899834954784396,0.12775602895030713,0.5342286778090871,0.6352259470514996,0.8842590810566182,0.5634177340877539
0.29454555272794997,0.05207050791192204,0.34066698889554786,0.30087217712125314,0.5643329009324342,0.3447775527340625
0.14132142417771323,0.0334997842190716,0.22322361502595592,0.7744049914544575,0.5432757117294771,0.7901487565710479
0.21837591151661118,0.0744765294826617,0.09826821660573687,0.6485588647954377,0.827659903137154,0.5274248172930155
0.21712732493775316,0.06188952051835507,0.26729303701732454,0.4225449797306133,0.7163804336644465,0.3979724442297482
0.16232483262209957,0.06465042127157233,0.4486340759252199,0.5783518891441456,0.24648042171973542,0.5227625572783156
0.20235496841411682,0.13441770993695937,0.24345047761674954,0.5245775687457317,0.6558886283635521,0.6170491059727139
0.20943401579887072,0.07760809462780897,0.33948219771786414,0.8077430098775216,0.6533224780810994,0.08615234346700623
0.2606705519778554,0.21884203368102034,0.3563579364113594,0.36222623967366463,0.7853725657236618,0.15460740478919605
0.0251874297796786,0.04285828234132151,0.3208858516638553,0.6336809296221955,0.48650601237407465,0.5135615436528144
0.09625996858054263,0.1316965322043117,0.26251559855925566,0.655392168541628,0.9334911952577051,0.33233731042310294
0.4099918372212533,0.027512771613062818,0.3203456833595747,0.7152633615892883,0.7863139165329478,0.25560849158521654
0.02798933129610892,0.043596288799529696,0.19267191312817436,0.22339086323887486,0.9406090529699627,0.39428687179346855
0.12373629345751652,0.08409130739634761,0.27126497265685884,0.7161890946707884,0.7541216526539217,0.4011701423770607
0.13587195602536795,0.26084754283337186,0.13166566749128156,0.593094698137106,0.2733408536887613,0.46256636682038643
0.17577703670215794,0.08166571111236869,0.5460660111431996,0.4062458963001339,0.652810403702147,0.28458786859168156
0.2937795213216309,0.31019430690321875,0.20757699407642596,0.4223165752077637,0.6944407450779072,0.25173172489028933
0.1621975397083699,0.19225813994955818,0.4596790478609286,0.6072668042503322,0.4116773260431481,0.7547851922109157
0.2870049142580284,0.06696139461268198,0.48021302472335775,0.5696428121491007,0.42313204249931996,0.5043888150161893
0.11882797558112443,0.2578920124755518,0.5126451701132444,0.570193475159955,0.7496082933953012,0.652013432147724
0.01714755095330644,0.00933299232177898,0.14497999782489512,0.6725383678577801,0.41705986517524285,0.6230778092745983
0.23817581346771283,0.01962417539376477,0.2616765194627645,0.6403928137608048,0.8126351707351656,0.38496470371786423
0.13021146741078493,0.23721169266441477,0.29187185270442173,0.7706567782306849,0.713115979931361,0.38292465803008746
0.06974364956289096,0.042970889569213765,0.2774409301312312,0.5516960235804463,0.7657062084065536,0.3457112751570603
0.36468271285198417,0.06083737811928163,0.47783191843282646,0.7403914327825954,0.6776367971775036,0.42444713012969915
0.06898973968793615,0.18184282279844027,0.2337849281049784,0.41118674800778404,0.7622149962518567,0.4398287885907633
0.11427767737484526,0.08453013897143342,0.2909500996156322,0.3982080971504566,0.5041850574882383,0.6654162921327835
0.14902400513952058,0.10747024076108264,0.35425554966525985,0.43430455872414103,0.7755309949904803,0.3116828384435798
0.11099471580871693,0.17020244830475376,0.31119280433078633,0.7440810267972482,0.9278646207278503,0.14552481465704176
0.0741512970912317,0.19862785053864745,0.323809082045288,0.4208211052820301,0.7727996253016228,0.2026137844983175
0.19172992056937166,0.0936302449806541,0.18694172523182373,0.4913161808242487,0.3789188449138909,0.23021390057354418
0.08764410721008248,0.005449266061078651,0.12739414238678864,0.2527466097186704,0.5586519984431195,0.20435197359232593
0.2882013457757032,0.0779136012950263,0.2151256819752601,0.5241656489244365,0.8357298099304312,0.5597053651378826
0.43822212631182905,0.16014211785116095,0.3881879908511714,0.5285160092154264,0.7797774906679188,0.5576902184090851
0.17344258221311976,0.05661394321084423,0.30106218610714397,0.21233157126129984,0.841763202393649,0.37939271474987446
0.16752728122135332,0.14975878095173487,0.27192180092234747,0.6641165720635084,0.5526746047711939,0.7370460978241217
0.08236478038934567,0.01665361706364061,0.23778059914127084,0.6502344675949284,0.5007625378004401,0.27015720819825406
0.458394415226295,0.2955007595308019,0.5805114068829031,0.5280081573198308,0.6502533830641939,0.7937001220450075
0.054600634453167825,0.04117982435065332,0.5533313999560701,0.31178816690829403,0.6042619688713186,0.3789760214478289
0.18361049886497793,0.02726647892504852,0.2698368673240424,0.6244772739644152,0.6250350002681893,0.677332935805975
0.2977196963804047,0.040769885168631934,0.107509089046966,0.6002772540802416,0.8921800492436044,0.40624217627690223
0.0872377651191347,0.15427048292217596,0.7231612383730928,0.5907859662423304,0.6891746302102414,0.35710459240605474
0.1385966153426054,0.04794250731347737,0.788930415232723,0.6921023990180881,0.6943766066621961,0.7285086986527155
0.08295751178254163,0.11277840338535977,0.4764681695772174,0.4601822686809293,0.884925461757127,0.2823382068233438
0.22633078973695514,0.2668384782490891,0.24770878068812296,0.5345293949583945,0.7416843103935359,0.44330252007294824
0.2528938551999914,0.04052285483286665,0.5508318925389656,0.6331677859259844,0.6717693403275102,0.622451299456453
0.07498266760486957,0.20234424379804125,0.4389254626264634,0.6270408462279632,0.4440421186287396,0.27512660639499165
0.029632798518022054,0.15465122287423338,0.06815625148817289,0.5425441318489079,0.6656773333789937,0.43937109092749654
0.010223019244766545,0.005238617578669241,0.5417288787870113,0.7047345085899688,0.8536000682580105,0.25343205188422685
0.0879869667267946,0.23573043030140262,0.2922149297406987,0.2198506085560972,0.6324025201082557,0.5434312519652486
0.15204977308205517,0.13662342090212284,0.2882994687406345,0.8574376380608619,0.5058578597833127,0.6035317471904529
0.28479397627639685,0.005035475462019388,0.13740934663432838,0.8253382163647525,0.5855669259069658,0.33805876043536603
0.17241951251441773,0.10409681138585117,0.35755775310767857,0.6956414282186724,0.7785392077344117,0.4017274564430676
0.1249114096047807,0.11999779767074643,0.4245076474465085,0.6425555875858009,0.7291660656788083,0.5912868627384635
0.21798747082094014,0.08410062313341393,0.47789999411084977,0.6112972685942798,0.7228604397569509,0.36675070837204377
0.2316182560210116,0.05504257473980448,0.2151236116556453,0.3881751231467114,0.7265368421374017,0.2813074986272393
0.13396821161174985,0.011513259357364403,0.5021629994996601,0.7338721896311079,0.8146859023816019,0.5377286161233137
0.03732525506630647,0.15669388663275824,0.15078454674762273,0.49289936094075276,0.591568414967388,0.46301358256136954
0.24259561104095406,0.001115807529583808,0.2572838545977573,0.6902740196982834,0.8500868058252519,0.38005890542703713
0.1439347341012551,0.09870699809862708,0.3396169265960389,0.45891851126821115,0.7614291200845079,0.5663764483058074
0.049742772289779136,0.05707566211072305,0.5303472614041548,0.5559705002148944,0.6853370719420497,0.4928400096257942
0.1889185331262999,0.08809180528252161,0.1713051523701399,0.7391042297178556,0.6285224524831894,0.49386873260886377
0.09282932812722407,0.1351427459986686,0.13960838422285746,0.638789963765767,0.46296151777645045,0.5756348940232222
0.3223156087064699,0.04819456552304322,0.3863865963957671,0.4602012667918928,0.8644372829069942,0.42138743152750663
0.0905807757648793,0.15399087313507498,0.429507957096344,0.5801071385494029,0.5396781247839357,0.4663412005972958
0.25582892472090646,0.10149074559381717,0.3374372669211945,0.5260556918565309,0.6573878941757519,0.44503555752593515
0.3190461744434418,0.06543649901296644,0.09178746785893956,0.6294205811031952,0.9750281824962899,0.4188264827074945
0.11822546577074748,0.11050451229821918,0.6263706403851145,0.9102779650084609,0.6643594423173731,0.409200267622509
0.15880370834410787,0.06594420611059615,0.23757623756571633,0.4115154763724355,0.6490838674910702,0.578251395140249
0.2113163875068765,0.19214179167431905,0.32269393558784815,0.33406821590411584,0.45477742783571834,0.4346969027144954
0.18118490689312924,0.1284798473168269,0.5143261247053307,0.47069775890771015,0.48278943297831534,0.24713434562945846
0.044758984128035154,0.1700727779692045,0.5468263953329706,0.4804237852568568,0.406313534795447,0.20117543145060604
0.11918081355104379,0.14974539925968902,0.5895285581427427,0.5313587427807017,0.3742154465811722,0.2823334674528525
0.28164707202251504,0.01871537471564169,0.1877932436864105,0.7457907122690886,0.7578744653886322,0.23930644913900057
0.11777066024867126,0.044737786508574455,0.5327238781645618,0.6698570542703491,0.5824877356233132,0.7074997497064919
0.35140528104618207,0.058485130156038526,0.3270668775197109,0.24671442196267557,0.3401220389426872,0.5328590646986213
0.29565044421771014,0.11674890801027046,0.20642015496496405,0.4366799613502815,0.890184253888179,0.40788470226062334
0.13810475909975617,0.008141540582621487,0.22447666939467448,0.24205096431402565,0.8774995220376208,0.7026643570960801
0.11719310998812124,0.09140674078146475,0.2659346154936075,0.7751851023056848,0.6447452180823586,0.5563603619860396
0.06849089376414333,0.18584657382795516,0.30905285006178956,0.38105953460675546,0.8075337138826318,0.2893545812938653
0.07183187266199155,0.19854158019775228,0.4001429408873759,0.6228713261121026,0.8432149628853144,0.22929135492601346
0.11812040150740279,0.011597336398622616,0.27955452225425376,0.7874029031232551,0.7358750186847214,0.39616606098374424
0.08313465809528396,0.13436419584086523,0.17918919899677702,0.40595895676047095,0.6302161023950673,0.39399079662043396
0.13479086227588008,0.07343856708778806,0.5084343922529312,0.49257847617663675,0.6761041191810383,0.47927650158551055
0.26720425130440606,0.15141560661056586,0.6015706447594193,0.4562520801730876,0.563714025302108,0.5861660006154513
0.17822258056687762,0.08537291316326834,0.2718448829261554,0.7594752747087714,0.5329576989235709,0.44145056533617416
0.23391918039223977,0.14758490649592468,0.2971902896094722,0.33288302390743724,0.7659170639423969,0.8258980641772614
0.12048016347852974,0.04848219141867295,0.3886362441290724,0.7473334172459496,0.7862697176812875,0.5466736436745698
0.20102303269267952,0.022648766341766127,0.49848481633965397,0.5062089342793783,0.7401002558380796,0.5154759388329061
0.11374513448455512,0.13863689764989243,0.7243110192682036,0.5826526984866669,0.48587560365961197,0.43055966846276256
0.14625688322578148,0.14651188249850577,0.282559831798783,0.8521078422100464,0.4911906774609685,0.6272337427659365
0.3986478142869184,0.15938071140010407,0.06116894885941293,0.5890862285971652,0.8880795422040652,0.482308682559289
0.1029517074963796,0.11368598850401158,0.49590111957949673,0.44090123563743294,0.33237804135498594,0.33725419802821105
0.189707635383139,0.03270398811368834,0.09204776384241391,0.5885521129400111,0.6778724505942683,0.45519428030630604
0.08019864897231498,0.020633760103296688,0.27433187992992153,0.4709417874570607,0.5657529003041761,0.5221274029707788
0.3906958588000052,0.10284164694111396,0.2450511175930623,0.5170546290442011,0.6937806622173189,0.36693017226597124
0.09041745366693675,0.09510163881625164,0.21095782779163433,0.7140153969131688,0.8328226221793734,0.3477337307234684
0.08227767515652294,0.10064944016637144,0.17247865822461342,0.6535239025967965,0.7991859030480789,0.45530807914428256
0.31596211685122977,0.03653894085747162,0.33091797348382784,0.6354407512723905,0.8155624211657799,0.47827913693707724
0.22174015749747847,0.03243714852429489,0.6196738856402697,0.3553902861467694,0.731530057905842,0.5226425736310747
0.14146770514087192,0.041900860190553744,0.4256391103646494,0.7874285918587646,0.7490769849212804,0.5968889902558577
0.2246039244755804,0.14547029182471333,0.12663670900232546,0.5623144630214508,0.8009190140502708,0.4476700889771031
0.14646401627672123,0.2010538324621564,0.252112916077393,0.6468078953149609,0.8181974046359662,0.4147231963448085
